,doc_id,generated_question,generated_answer,is_markdown,context_batch
181,317.0,Какие параметры используются для предотвращения создания нежелательных запросов аутентификации на AD конечного пользователя?,"В качестве механизма предотвращения создания нежелательных запросов аутентификации на AD конечного пользователя используется параметр <user_code> – код пользователя, секрет конечного пользователя, известный серверу авторизации.",0.0,"“client_notification_token”: “8d67dc78-7faa-4d41-aabd-67707b374255”,

“binding_message”: “W4SCT”,

“login_hint_token”:”eyJ0eXAiOiJKV1QiLCJhbGciOiJHT1NUMzQxMCJ9.eyJzdWJfaWQiOnsic3Viam-
VjdF90eXBlIjoicGhvbmUiLCJwaG9uZSI6Iis3MTIzMDAwMDAwMSJ9fQ.A9kJnX3IUAFHsic0nUfXKVN-
lGDWLuo2L80y2GLMsmn82xJ8yu6wA5k3pIepOUxrBd74aD_CVFHgJ3qVibjRBmawThhOQMNrgoqTGfR-
NUWR8A9ogLogXHCSZEo7oCI1D4zxHhsDeSu0Mby61sLmr_uchscsEkSsfnKpmMpyaIn53wWdIu3OI5B-
VMALm7EMZGuweReM5NTKfCUNjXNmp5w”

}

6.3.1.2. Код пользователя

Поток аутентификации по отдельному каналу в качестве механизма предотвращения создания неже-
лательных запросов аутентификации на AD конечного пользователя поддерживает использование пара-
метра <user_code> – код пользователя, секрет конечного пользователя, известный серверу авторизации.
Примечание. Запрещено использовать в качестве <user_code> пароль учетной записи конечного пользователя, зарегистрирован-
ной у сервера авторизации.

При поддержке параметра <user_code> сервером авторизации клиент запрашивает у конечного поль-
зователя значение кода пользователя для снятия риска создания запросов на аутентификацию для ко-
нечного пользователя третьими лицами, знающими <login_hint> или другие идентификаторы конечного 
пользователя. В случае использования нестатичных <login_hint> сервер авторизации может принимать 
запросы без <user_code>.

Сервер авторизации объявляет о  поддержке кода пользователя значением параметра метаданных 
<backchannel_user_code_parameter_supported>. Параметр регистрации клиента <backchannel_user_code_
parameter> указывает, поддерживает ли клиент параметр <user code>.

Клиент запрашивает у конечного пользователя код пользователя для каждого потока аутентифика-
ции и не должен хранить его.

Механизм регистрации пользователем <user_code> на сервере авторизации выходит за рамки содер-
жания настоящего стандарта. Сервер авторизации определяет механизм регистрации исходя из его при-
кладных целей и задач, а также должен предоставлять пользователю возможность изменения значения 
<user_code>.

6.3.2. Проверка запроса аутентификации

Сервер авторизации должен проверить полученный запрос аутентификации следующим образом:
1. Аутентифицировать клиента зарегистрированным для него методом аутентификации (пункт 

5.5.1 ФАПИ.СЕК).
2. Если запрос аутентификации подписан, проверить переданный параметром «request» JWT на  кор-

ректность его структуры и подписи (подраздел 5.7 ФАПИ.СЕК).
3. Проверить наличие всех обязательных параметров в запросе аутентификации.
4. Проверить значения параметров. Если запрос содержит более одного или ни  одного указания"
182,317.0,Что означает ответ сервера об ошибке 'invalid_request'?,"Этот ответ означает, что запрос пользователя содержит недопустимые данные или параметры.",0.0,"на пользователя (<login_hint_token>, <id_token_hint> или <login_hint>), сервер авторизации возвращает 
ответ об ошибке «invalid_request».



18 СТО БР ФАПИ.ПАОК-1.0-2021

5. Проверить предоставленную информацию о пользователе на корректность состава параметров и ак-
туальность связанного с ним конечного пользователя, а в случае применения подписанного указа-
ния (<id_token_hint> или <login_hint_token>) проверить его подпись. Механизм проверки информации 
о пользователе и способы извещения клиента о требованиях к ней определяются на этапе разработ-
ки сервера авторизации исходя из его прикладных целей и задач.

6. Если информация о пользователе недействительна или если сервер авторизации не может опреде-
лить конечного пользователя, то клиенту возвращается ответ об ошибке.
Сервер авторизации должен игнорировать нераспознанные параметры запроса. При непрохождении 

проверки запроса аутентификации сервер авторизации возвращает ответ об ошибке (подраздел 6.8).

6.3.3. Успешное подтверждение запроса аутентификации

Если запрос аутентификации подтвержден, сервер авторизации вернет клиенту ответ HTTP «200 
OK», содержащий следующие параметры:

 ‒ <auth_req_id>: (обязательный) уникальный идентификатор запроса аутентификации от клиента. Дол-
жен быть случайным и содержать достаточную энтропию (минимум 160 бит). Необходимо исполь-
зовать символы «A» – «Z», «a» – «z», «0» – «9», «.», «-» и «_» для поддержки unpadded base64url. 
Значение идентификатора не должно указывать клиенту на связь с другими данными или иметь 
смысловую нагрузку.

 ‒ <expires_in>: (обязательный) JSON с положительным целочисленным значением, указывающим вре-
мя истечения действия <auth_req_id> в  секундах с  момента получения запроса аутентификации. 
Клиенту возвращается ответ об ошибке в случае обращения к конечной точке токена с истекшим 
идентификатором <auth_req_id>."
183,317.0,Какой параметр <interval> указывает в ответе на запрос аутентификации?,"Параметр <interval> указывает минимальное количество времени в секундах, которое клиент ожидает между запросами на опрос к конечной точке токена.",0.0,"‒ <interval>: (опциональный) JSON с положительным целочисленным значением, указывающим мини-
мальное количество времени в секундах, которое клиент ожидает между запросами на опрос к ко-
нечной точке токена. Указывается, если клиент зарегистрирован для использования режимов Poll 
или Ping. Если значение не указано, клиент использует значения по умолчанию «5».

Пример ответа на запрос аутентификации

HTTP/1.1 200 OK

    Content-Type: application/json

    Cache-Control: no-store

     {

      “auth_req_id”: “1c266114-a1be-4252-8ad1-04986c5b9ac1”,

      “expires_in”: 120,

      “interval”: 2

    }

6.3.4. Проверка положительного ответа на запрос аутентификации

При получении в ответе аутентификации значения HTTP «200 OK» клиент проверяет наличие требу-
емых параметров и сохраняет значение <auth_req_id> для проверки обратных вызовов, полученных в ре-
жимах Ping и Push, или для запроса токена в режимах Poll и Ping, а также сохраняет значение <expires_
in> для удаления запросов аутентификации, по которым не получены ответы в обратных вызовах Ping 
или Push.

6.3.5. Получение сервером авторизации согласия / авторизации конечного пользователя

После того как сервер авторизации проверил запрос аутентификации, он идентифицирует конечного 
пользователя, выбирает способ аутентификации и авторизации запроса в соответствии с запрашивае-
мым методом и инициирует интерактивную сессию с AD конечного пользователя (подпункт 5.4.2.7 ФАПИ.
СЕК). Как только конечный пользователь аутентифицирован, сервер авторизации должен получить ре-
зультат авторизации запроса о согласии передавать информацию клиенту (подпункт 5.4.2.8 ФАПИ.СЕК).



СТО БР ФАПИ.ПАОК-1.0-2021 19

6.4. КОНЕЧНАЯ ТОЧКА УВЕДОМЛЕНИЯ КЛИЕНТА
Конечная точка уведомления клиента – конечная точка, установленная клиентом во время процесса"
184,317.0,Какие режимы могут быть использованы для клиента при регистрации?,"Клиент может быть зарегистрирован для использования режимов Poll, Ping или Push.",0.0,"регистрации и обнаружения метаданных, которую сервер авторизации вызывает после успешной или не-
удачной аутентификации конечного пользователя. Передача сообщений между клиентом и сервером ав-
торизации на конечной точке уведомления клиента должна производиться по аутентифицированному TLS-
соединению в соответствии с требованиями к протоколу TLS, определенному в пункте 5.8.3 ФАПИ.СЕК.

Когда клиент настроен в режиме Ping, конечная точка получает уведомление от сервера авторизации 
о готовности извлечения результата аутентификации из конечной точки токена.

Когда клиент настроен в режиме Push, конечная точка уведомления клиента получает результат аутенти-
фикации (ID токен, токен доступа и (опционально) токен обновления или сообщение об ошибке авторизации).

Запросы к  конечной точке уведомления клиента аутентифицируются с  использованием токена 
на предъявителя, созданного клиентом и отправленного серверу авторизации в запросе аутентифика-
ции в качестве значения параметра <client_notification_token>.
Примечание. При формировании запроса к конечной точке уведомления клиента необходимо руководствоваться требованиями 
подраздела 7.3 ФАПИ.СЕК.

6.5. ПОЛУЧЕНИЕ РЕЗУЛЬТАТА АУТЕНТИФИКАЦИИ
Режим доставки токена для клиента (Poll, Ping или Push) определяется при регистрации клиента 

(параметр метаданных <backchannel_token_delivery_mode>). Клиент может зарегистрировать только один 
метод доставки токена, а сервер авторизации возвращает клиенту результат аутентификации только че-
рез зарегистрированный режим.

6.5.1. Запрос токена

Если клиент зарегистрирован для использования режимов Poll или Ping, то клиент получает резуль-
тат аутентификации из конечной точки токена после прохождения аутентификации.

Передача сообщений между клиентом и сервером авторизации на конечной точке уведомления кли-
ента должна производиться по аутентифицированному TLS-соединению в соответствии с требованиями 
к протоколу TLS, определенному в пункте 5.8.3 ФАПИ.СЕК."
185,317.0,Какие методы аутентификации клиента определены на конечной точке токена?,Методы аутентификации клиента на конечной точке токена определены в пункте 5.5.1 ФАПИ.СЕК.,0.0,"Применимые методы аутентификации клиента на  конечной точке токена определены в  пункте 
5.5.1 ФАПИ.СЕК.
Примечание. Подробная информация о параметрах запроса аутентификации клиента приведена в подразделе 5.5 ФАПИ.СЕК.

6.5.1.1. Особенности запроса токена в режиме Poll

Если клиент зарегистрирован для использования режима Poll, то он опрашивает конечную точку то-
кена с интервалом, ограниченным сервером авторизации значением параметра ответа аутентификации 
<interval>. При этом сервер авторизации может осуществлять длительный опрос, когда сервер авториза-
ции отвечает на запрос токена, только если результат аутентификации стал доступен или истекло время 
ожидания ответа. Для длительных опросов рекомендуется использовать интервал 30 секунд.
Примечание. Рекомендации по опросу приведены в подразделе 5.5 [RFC6202].

Клиенты должны быть готовы ждать ответа не менее 30 секунд при использовании режима Poll. Сер-
вер авторизации должен ответить в течение не более 30 секунд, даже при использовании длительного 
опроса. Интервал опроса измеряется с момента отправки запроса Poll. Для осуществления длительного 
опроса сервер авторизации может отвечать медленнее, чем предусмотрено интервалом. Клиент не дол-
жен отправлять два перекрывающихся запроса с одним и тем же значением <auth_req_id> и ждать получе-
ния ответа на предыдущий запрос, прежде чем отправлять следующий запрос. В случае если ответ полу-
чен, а интервал прошел, клиент может немедленно отправить следующий запрос. Для управления данной 
ситуацией сервер авторизации возвращает HTTP «503» с заголовком «Retry-After».
Примечание. Подробная информация приведена в пункте 7.1.3 [RFC7231].

Примеры поведения клиента в  зависимости от  различных ответов сервера авторизации с  учетом 
ожидания в течение пяти секунд:"
186,317.0,Каковы особенности запроса токена в режиме Ping?,"Если клиент зарегистрирован для использования режима Ping, то он получает на конечной точке уведомления клиента ответ с <auth_req_id>, проверенный по параметру <client_notification_token>, и вызывает конечную точку токена для получения результата аутентификации.",0.0,"‒ Длинный опрос. Клиент делает запрос токена, а  сервер авторизации возвращает ошибку 
<authorization_pending> через 30 секунд. В этом случае клиент может сразу выполнить следующий 
запрос токена.

 ‒ Стандартный опрос. Клиент делает запрос токена, а  сервер авторизации возвращает ошибку 
<authorization_pending> через две секунды. В этом случае клиент ждет три секунды, прежде чем 
сделать следующий запрос.

https://tools.ietf.org/html/rfc6202
https://datatracker.ietf.org/doc/html/rfc7231#section-7.1.3


20 СТО БР ФАПИ.ПАОК-1.0-2021

 ‒ Сервер авторизации реагирует медленнее 30 секунд. Клиент делает запрос токена, и сервер ав-
торизации не возвращает ответ в течение 30 секунд. В этом случае клиент отменяет текущий за-
прос и выполняет новый.

6.5.1.2. Особенности запроса токена в режиме Ping

Если клиент зарегистрирован для использования режима Ping, то он получает на конечной точке уве-
домления клиента ответ с <auth_req_id>, проверенный по параметру <client_notification_token>, и вызыва-
ет конечную точку токена для получения результата аутентификации.
Примечание. Клиент, настроенный в режиме Ping, может также опросить конечную точку токена. Сервер авторизации должен обра-
щаться с таким клиентом, как если бы он был зарегистрирован для использования режима Poll.

6.5.1.3. Параметры запроса токена

Клиент отправляет запрос HTTP POST на конечную точку токена в формате «application / x-www-form-
urlencoded» со следующими параметрами:

 ‒ <grant_type>: (обязательный) – должен содержать значение «urn: openid: params: grant-type: ciba»;
 ‒ <auth_req_id>: (обязательный) – уникальный идентификатор запроса аутентификации от  клиента. 
Сервер авторизации проверяет принадлежность <auth_req_id> клиенту в ответе на запрос аутенти-
фикации. В противном случае возвращается ошибка.

Пример запроса токена

POST /token HTTP/1.1

Host: server.example.ru

Content-Type: application/x-www-form-urlencoded

grant_type=urn%3Aopenid%3Aparams%3Agrant-type%3Aciba&

auth_req_id=1c266114-a1be-4252-8ad1-04986c5b9ac1&

client_assertion_type=urn%3Aietf%3Aparams%3Aoauth%3A

client-assertion-type%3Ajwt-bearer&

client_assertion=eyJ0eXAiOiJKV1QiLCJhbGciOiJHT1NUMzQxMCJ9.eyJpc3MiOiJ

zNkJoZFJrcXQzIiwic3ViIjoiczZCaGRSa3F0MyIsImF1ZCI6Imh0dHBzOi8vc2Vy

dmVyLmV4YW1wbGUucnUvdG9rZW4iLCJqdGkiOiItX3AxNmo2SGNpWG8zMTdodlozM

TJjIiwiaWF0IjoxNTM3ODE5NDkxLCJleHAiOjE1OTEwNzc1OTN9.qQ-26mPcsCMyM

zsA5JV6Pv-O_I_-_43jxqsUMvdgoi4

Декодированный client_assertion

{

  «iss»: «s6BhdRkqt3»,

  «sub»: «s6BhdRkqt3»,"
187,317.0,Какие данные содержатся в декодированном client_assertion?,"Декодированный client_assertion содержит информацию об издателе (iss), субъекте (sub), аудитории (aud), времени выдачи (iat), времени истечения (exp).",0.0,"auth_req_id=1c266114-a1be-4252-8ad1-04986c5b9ac1&

client_assertion_type=urn%3Aietf%3Aparams%3Aoauth%3A

client-assertion-type%3Ajwt-bearer&

client_assertion=eyJ0eXAiOiJKV1QiLCJhbGciOiJHT1NUMzQxMCJ9.eyJpc3MiOiJ

zNkJoZFJrcXQzIiwic3ViIjoiczZCaGRSa3F0MyIsImF1ZCI6Imh0dHBzOi8vc2Vy

dmVyLmV4YW1wbGUucnUvdG9rZW4iLCJqdGkiOiItX3AxNmo2SGNpWG8zMTdodlozM

TJjIiwiaWF0IjoxNTM3ODE5NDkxLCJleHAiOjE1OTEwNzc1OTN9.qQ-26mPcsCMyM

zsA5JV6Pv-O_I_-_43jxqsUMvdgoi4

Декодированный client_assertion

{

  «iss»: «s6BhdRkqt3»,

  «sub»: «s6BhdRkqt3»,

  «aud»: «https://server.example.ru/token”,

  «jti»: «-_p16j6HciXo317hvZ312c»,

  «iat»: 1537819491,

  «exp»: 1537819782

}



СТО БР ФАПИ.ПАОК-1.0-2021 21

6.5.1.4. Успешный ответ токена

Примечание. При формировании успешного ответа необходимо руководствоваться общими требованиями, определенными в пун-
кте 7.2.3 ФАПИ.СЕК.

После получения от клиента, проверки актуальности и авторизации запроса токена, а затем после 
аутентификации связанного с предоставленным <auth_req_id> конечного пользователя и авторизации им 
запроса сервер авторизации возвращает успешный ответ токена (подпункт 5.4.2.14 ФАПИ.СЕК).

После успешного обмена на токен доступа представленное значение <auth_req_id> становится неак-
туальным. Если конечный пользователь, связанный с предоставленным идентификатором <auth_req_id>, 
не был аутентифицирован, не авторизовал запрос или клиент использует неактуальный <auth_req_id>, 
сервер авторизации возвращает ответ об ошибке (раздел 6.6).

Пример успешного ответа токена

HTTP/1.1 200 OK

Content-Type: application/json

Cache-Control: no-store

{

“access_token”: “G5kXH2wHvUra0sHlDy1iTkDJgsgUO1bN”,

“token_type”: “Bearer”,

“refresh_token”: “4bwc0ESC_IAhflf-ACC_vjD_ltc11ne-8gFPfA2Kx16”,

“expires_in”: 120,

“id_token”: “eyJ0eXAiOiJKV1QiLCJhbGciOiJHT1NUMzQxMCJ9.eyJpc3MiOiJodH

RwczovL3NlcnZlci5leGFtcGxlLnJ1Iiwic3ViIjoiMjQ4Mjg5NzYxMDAxIiwiYX

VkIjoiczZCaGRSa3F0MyIsImVtYWlsIjoiamFuZWRvZUBleGFtcGxlLnJ1IiwiZX

hwIjoxNTkxMDc3NjUxLCJpYXQiOjE1Mzc4MTk1MDMsImp0aSI6IjUzN2YwMGQ1LT

g1NGItNGJkYy05MzBlLTM5NmRkZDc2MDQwZCJ9.WOFhMAJ4OQ6Byu0-9oNmB0jDz

PZoEqS8SdfSVhZxnMI”

}

Декодированный id_token

{

  “iss”: “https://server.example.ru”,

  “sub”: “248289761001”,

  “aud”: “s6BhdRkqt3”,

  “email”: “janedoe@example.ru”,

  “exp”: 1537819803,

  “iat”: 1537819503

}

6.5.2. Обратный вызов в режиме Ping

Если клиент зарегистрирован в режиме Ping, сервер авторизации после успешной или неудачной ау-
тентификации конечного пользователя отправляет запрос в конечную точку уведомления клиента. В этом 
режиме сервер авторизации указывает в заголовке авторизации полученное значение <client_notification_
token> в качестве токена на предъявителя и <auth_req_id> в теле запроса в формате application / json.



22 СТО БР ФАПИ.ПАОК-1.0-2021

Пример обратного вызова Ping к конечной точке уведомления клиента

POST /cb HTTP/1.1

Host: client.example.ru

Authorization: Bearer 8d67dc78-7faa-4d41-aabd-67707b374255

Content-Type: application/json

 

{

 “auth_req_id”: “1c266114-a1be-4252-8ad1-04986c5b9ac1”

}"
188,317.0,Что делает клиент при проверке обратного вызова в режиме Ping?,"Клиент проверяет, что полученный токен на предъявителя действителен и связан с <auth_req_id>. Если токен недействителен, возвращается сообщение об ошибке 'HTTP 401 Unauthorized response'. Для действительных запросов к конечной точке уведомления клиента возвращается ответ HTTP '204 No Content'.",0.0,"POST /cb HTTP/1.1

Host: client.example.ru

Authorization: Bearer 8d67dc78-7faa-4d41-aabd-67707b374255

Content-Type: application/json

 

{

 “auth_req_id”: “1c266114-a1be-4252-8ad1-04986c5b9ac1”

}

6.5.2.1. Проверка обратного вызова в режиме Ping

Клиент проверяет, что полученный <client_notification_token>, используемый для аутентификации за-
проса как токен на предъявителя, действителен и связан с <auth_req_id>. Если токен на предъявителя 
недействителен, возвращается сообщение об ошибке «HTTP 401 Unauthorized response». Для действи-
тельных запросов к конечной точке уведомления клиента возвращается ответ HTTP «204 No Content». 
Сервер авторизации также должен принимать ответы HTTP «200 OK», а тело в ответе игнорировать. Кли-
ент не должен возвращать код HTTP «3xx», а сервер авторизации – следовать за перенаправлениями.

Для действительных запросов клиент использует полученный <auth_req_id> для создания запроса 
на токен доступа к конечной точке токена с использованием типа гранта «urn: openid: params: grant-
type: ciba».
Примечание. Обработка кодов ошибок HTTP в диапазонах 4xx и 5xx определена подразделами 5.5 и 5.6 спецификации протоко-
ла HTTP [RFC7231].

6.5.3. Обратный вызов Push

6.5.3.1. Успешный ответ токена

Примечание. При формировании успешного ответа токена в режиме Push необходимо руководствоваться общими требованиями, 
определенными в подпункте 5.4.2.14 ФАПИ.СЕК.

Если клиент зарегистрирован в режиме Push, а конечный пользователь прошел аутентификацию и ав-
торизовал запрос, сервер авторизации передает для конечной точки уведомления клиента сообщение, 
включая в полезную нагрузку в формате «application / json»: ID токен, токен доступа, (опционально) токен 
обновления и параметр <auth_req_id>."
189,317.0,Каким образом сервер авторизации включает значение хэш-функции токена доступа и <auth_req_id> в токене идентификации?,"Сервер авторизации включает значение хэш-функции токена доступа и <auth_req_id> в токене идентификации, используя заявленные свойства <at_hash> и <urn: openid: params: jwt: claim: auth_req_id> соответственно.",0.0,"Для привязки ID токена, токена доступа и <auth_req_id> сервер авторизации включает значение хэш-
функции токена доступа и <auth_req_id> в токене идентификации, используя заявленные свойства <at_
hash> и <urn: openid: params: jwt: claim: auth_req_id> соответственно. В случае отправки токена обновле-
ния значение его хэш-функции присутствует в токене идентификации в качестве заявленного свойства 
<urn: openid: params: jwt: claim: rt_hash>.

Значение параметра <at_hash> определяется в соответствии с требованиями подпункта 5.4.3.4 ФАПИ.
СЕК, а значение параметра <urn: openid: params: jwt: claim: auth_req_id> аналогично <at_hash> с учетом 
использования <auth_req_id>. При этом применяется алгоритм хэширования, указанный в параметре <alg> 
JOSE заголовка ID токена. Этот же метод используется для вычисления хэш-значения токена обновления 
(параметр <urn: openid: params: jwt: claim: rt_hash> ID токена).
Примечание. Данное требование применимо только для режима Push.

https://datatracker.ietf.org/doc/html/rfc7231#section-6.5


СТО БР ФАПИ.ПАОК-1.0-2021 23

Пример обратного вызова Push

POST /cb HTTP/1.1

Host: client.example.com

Authorization: Bearer 8d67dc78-7faa-4d41-aabd-67707b374255

Content-Type: application/json

 

{

“auth_req_id”: “1c266114-a1be-4252-8ad1-04986c5b9ac1”,

“access_token”: “G5kXH2wHvUra0sHlDy1iTkDJgsgUO1bN”,

“token_type”: “Bearer”,

“refresh_token”: “4bwc0ESC_IAhflf-ACC_vjD_ltc11ne-8gFPfA2Kx16”,

“expires_in”: 120,

“id_token”: “eyJ0eXAiOiJKV1QiLCJhbGciOiJHT1NUMzQxMCJ9.eyJpc3MiOiJodHRwczovL3Nl

cnZlci5leGFtcGxlLnJ1Iiwic3ViIjoiMjQ4Mjg5NzYxMDAxIiwiYXVkIjoiczZCaGRSa3F0My

IsImVtYWlsIjoiamFuZWRvZUBleGFtcGxlLnJ1IiwiZXhwIjoxNTkxMDc3ODY2LCJpYXQiOjE1

Mzc4MTk1MDMsImF0X2hhc2giOiJXdDBrVkZYTWFjcXZuSGV5VTAwMDF3IiwidXJuOm9wZW5pZD

pwYXJhbXM6and0OmNsYWltOnJ0X2hhc2giOiJzSGFoQ3VTcFhDUmc1bWtERHZ2cjR3IiwidXJu

Om9wZW5pZDpwYXJhbXM6and0OmNsYWltOmF1dGhfcmVxX2lkIjoiMWMyNjYxMTQtYTFiZS00Mj

UyLThhZDEtMDQ5ODZjNWI5YWMxIiwianRpIjoiMWRlMTI5NDYtZDYyYy00ZjRkLTg1MzItNzc0

ZDkyYjFkYjUzIn0.WE3SpNtWJYQb6NDLO9YqNmq9svF2v6YBbjieblpZ6qY”

}

6.5.3.2. Проверка ответа токена

Клиент проверяет, что полученный <client_notification_token>, используемый для аутентификации за-
проса как токен на предъявителя, действителен и связан со значением параметра <auth_req_id>. Если 
токен на предъявителя недействителен, возвращается сообщение об ошибке «HTTP 401 Unauthorized 
response». Клиент проверяет ID токен (параметр <id_token>).
Примечание. Подробное описание проверки ID токена приведено в подпункте 5.4.2.17 ФАПИ.СЕК.

Клиент проверяет соответствие значения заявленного свойства <urn: openid: params: jwt: claim: auth_
req_id> в <id_token> значению параметра <auth_req_id> в запросе аутентификации."
190,317.0,Как клиент может проверить полученный токен доступа?,Клиент может проверить полученный токен доступа с помощью значения <at_hash> из ID токена путем сравнения значения base64url-кодирования левой половины хэш-кода полученного значения <access_token> с полученным значением параметра <at_hash>.,0.0,"Клиент проверяет полученный токен доступа с помощью значения <at_hash> из ID токена путем срав-
нения значения base64url-кодирования левой половины хэш-кода полученного значения <access_token> 
с полученным значением параметра <at_hash> и аналогичным образом токен обновления (при наличии 
параметра <refresh_token>), используя <urn: openid: params: jwt: claim: rt_hash> из ID токена.
Примечание. Проверка производится в соответствии с рекомендациями подпункта 5.4.3.5 ФАПИ.СЕК.

Для действительных запросов к конечной точке уведомления клиента возвращается HTTP «204 No 
Content». Сервер авторизации также должен принимать ответы HTTP «200 OK», а тело в ответе игно-
рировать. Клиент не должен возвращать код HTTP «3xx», а сервер авторизации – следовать за перена-
правлениями.
Примечание. Обработка кодов ошибок HTTP в диапазонах 4xx и 5xx определена подразделами 5.5 и 5.6 спецификации протоко-
ла HTTP [RFC7231].

https://tools.ietf.org/html/rfc7231


24 СТО БР ФАПИ.ПАОК-1.0-2021

Пример декодированного ID токена

{

  “iss”: “https://server.example.ru”,

  “sub”: “248289761001”,

  “aud”: “s6BhdRkqt3”,

  “email”: “janedoe@example.ru”,

  “exp”: 1537819803,

  “iat”: 1537819503,

  “at_hash”: “Wt0kVFXMacqvnHeyU0001w”,

  “urn:openid:params:jwt:claim:rt_hash”: “sHahCuSpXCRg5mkDDvvr4w”,

  “urn:openid:params:jwt:claim:auth_req_id”:”1c266114-a1be-4252-8ad1-04986c5b9ac1”

}

6.6. ОТВЕТ ОБ ОШИБКЕ ТОКЕНА
Если запрос токена является недействительным или неавторизованным, сервер авторизации создает от-

вет об ошибке «400 Bad Request» в дополнение к кодам ошибок, определенным в подразделе 5.2 The OAuth 
2.0 Authorization Framework ([RFC6749]), с применением следующих дополнительных кодов ошибок:

 ‒ «authorization_pending»: запрос авторизации ожидает рассмотрения, поскольку конечный пользо-
ватель еще не прошел аутентификацию;

 ‒ «slow_down»: (аналогично «authorization_pending») запрос авторизации находится на рассмотре-
нии, и опрос должен продолжаться, но интервал должен быть увеличен как минимум на пять секунд 
для данного и всех последующих запросов;

 ‒ «expired_token»: срок действия <auth_req_id> истек. Клиент должен сделать новый запрос аутенти-
фикации;"
191,317.0,Что означает код ошибки 'expired_token'?,"Код ошибки 'expired_token' означает, что срок действия <auth_req_id> истек и клиент должен сделать новый запрос аутентификации.",0.0,"‒ «expired_token»: срок действия <auth_req_id> истек. Клиент должен сделать новый запрос аутенти-
фикации;

 ‒ «access_denied»: пользователь отклонил запрос авторизации.
Примечание. Перечень стандартных кодов ошибок запроса авторизации определен в разделе 5.2 [RFC6749].

При определении кода ошибок необходимо учитывать следующие требования:
1. В случае если <auth_req_id> недействителен или был выдан другому клиенту, сервер авторизации воз-

вращает код ошибки «invalid_grant».
2. В случае если клиент опрашивает быстрее, чем в рамках установленного интервала, сервер автори-

зации возвращает код ошибки «invalid_request».
3. В случае если клиент получает код ошибки «invalid_request», он не должен делать дальнейшие запро-

сы для того же значения <auth_req_id>.
4. В случае если клиент зарегистрирован для использования режима Push, но вызывает конечную точ-

ку токена с типом гранта «urn: openid: params: grant-type: ciba», сервер авторизации возвращает код 
ошибки «unauthorized_client».

5. Когда клиент получает код ответа «4xx» с полезной нагрузкой JSON, он должен проверить полезную 
нагрузку, чтобы определить код ошибки.

6.7. ПОЛЕЗНАЯ НАГРУЗКА ОШИБКИ PUSH
При использовании режима Push сообщения об ошибках в ответах от конечной точки уведомления 

клиента отправляются с использованием полезной нагрузки в формате «application / json» и следующих 
параметров:

 ‒ <error_description>: (опциональный) читаемый человеком текст ASCII [USASCII], предоставляющий 
дополнительную информацию, используемый для помощи разработчику клиента в понимании воз-
никшей ошибки. Значения параметра <error_description> не должны включать символы вне набора 
«% x20-21 / % x23-5B / % x5D-7E;».

 ‒ <error>: (обязательный) ASCII код ошибки.
 ‒ <auth_req_id>: (опциональный) идентификатор запроса аутентификации.

При этом в качестве кода ошибки <error> используются следующие значения:

https://tools.ietf.org/html/rfc6749
https://datatracker.ietf.org/doc/html/rfc6749#section-5.2


СТО БР ФАПИ.ПАОК-1.0-2021 25"
192,317.0,Какие ответы об ошибке аутентификации возвращаются из конечной точки аутентификации?,Ответ об ошибке аутентификации возвращается непосредственно из конечной точки аутентификации в ответ на отправленный клиентом запрос аутентификации.,0.0,"https://tools.ietf.org/html/rfc6749
https://datatracker.ietf.org/doc/html/rfc6749#section-5.2


СТО БР ФАПИ.ПАОК-1.0-2021 25

 ‒ «access_denied»: конечный пользователь отклонил запрос авторизации.
 ‒ «expired_token»: срок токена доступа истек.

Примечание. Поставщик OpenID может не  отправлять  эту  ошибку, но  клиент должен поддерживать  ее 
обработку.

 ‒ «transaction_failed»: сервер авторизации столкнулся с неопределенной ошибкой, которая не позво-
лила ему успешно завершить транзакцию. Этот код ошибки может использоваться для информиро-
вания клиента о том, что транзакция была неудачной по причинам, отличным от тех, которые явно 
определены кодами ошибок «access_denied» и «expired_token».

6.8. ОТВЕТ ОБ ОШИБКЕ АУТЕНТИФИКАЦИИ
Ответ об ошибке аутентификации возвращается непосредственно из конечной точки аутентификации 

в ответ на отправленный клиентом запрос аутентификации с использованием полезной нагрузки в фор-
мате «application / json» и нижеприведенных параметров:

 ‒ <error>: (обязательный) ASCII код ошибки.
 ‒ <error_description>: (опциональный) читаемый человеком текст ASCII [USASCII], предоставляющий 
дополнительную информацию, используемый для помощи разработчику клиента в понимании воз-
никшей ошибки. Значения параметра <error_description> не должны включать символы вне набора 
«% x20-21 / % x23-5B / % x5D-7E».

 ‒ <error_uri>: (опциональный) URI, идентифицирующий удобочитаемую веб-страницу с информаци-
ей об ошибке, которая используется для предоставления разработчику клиента дополнительной 
информации об ошибке. Значения параметра <error_uri> должны соответствовать синтаксису URI-
ссылки и не должны включать символы вне набора «% x21 / % x23-5B / % x5D-7E».

6.8.1. Коды ошибок аутентификации, связанные с ошибками HTTP

6.8.1.1. HTTP 400 Bad Request:

 ‒ «invalid_request»: отсутствует обязательный параметр, содержит недопустимое значение параме-
тра, содержит параметр более одного раза, содержит более одного параметра с  информацией 
о пользователе или имеет иные неправильные значения;"
